review_id,platform,product_name,rating,review_text,review_length,verified_purchase,duplicate_phrase_score,reviewer_history,review_post_gap
I14_0055,Croma,Apple iPhone 14 128GB,5,Satisfied with the performance and build quality.,7,1,0.2,102,12
I14_0056,Croma,Apple iPhone 14 128GB,3,"Excellent smartphone from Apple. The display is sharp, performance is smooth, and the camera takes very clear photos and videos.",20,1,0.14,193,54
I14_0057,Flipkart,Apple iPhone 14 128GB,5,Excellent phone highly recommend,4,0,0.71,1,2
I14_0058,Croma,Apple iPhone 14 128GB,5,Very nice mobile must buy,5,0,0.72,2,1
I14_0059,Croma,Apple iPhone 14 128GB,4,Very nice mobile must buy,5,0,0.75,3,1
I14_0060,Croma,Apple iPhone 14 128GB,4,Worth it worth it worth it,6,0,0.79,4,1
I14_0061,Flipkart,Apple iPhone 14 128GB,4,Very nice mobile must buy,5,0,0.69,5,2
I14_0062,Flipkart,Apple iPhone 14 128GB,4,Nice nice nice nice,4,0,0.69,2,0
I14_0063,Flipkart,Apple iPhone 14 128GB,3,Very satisfied with this purchase. Build quality feels premium and iOS experience is seamless. Worth the price.,17,1,0.01,80,40
I14_0064,Croma,Apple iPhone 14 128GB,3,Battery life is decent and works well for daily use.,10,1,0.07,80,57
I14_0065,Croma,Apple iPhone 14 128GB,4,Camera works well in daylight conditions.,6,1,0.13,138,22
I14_0066,Croma,Apple iPhone 14 128GB,3,I have been using the iPhone 14 for a few weeks and the performance is excellent. The camera quality is outstanding and battery life easily lasts a day.,28,1,0.15,48,34
I14_0067,Croma,Apple iPhone 14 128GB,3,"Excellent smartphone from Apple. The display is sharp, performance is smooth, and the camera takes very clear photos and videos.",20,1,0.15,177,24
I14_0068,Croma,Apple iPhone 14 128GB,4,The phone performance is smooth and camera quality is good.,10,1,0.14,146,25
I14_0069,Croma,Apple iPhone 14 128GB,4,Super super quality very very nice,6,0,0.89,1,2
I14_0070,Croma,Apple iPhone 14 128GB,5,Awesome awesome awesome,3,0,0.94,4,1
I14_0071,Flipkart,Apple iPhone 14 128GB,5,Using this phone for work and personal use. Face ID works flawlessly and the camera stabilization is very good.,19,1,0.23,10,30
I14_0072,Flipkart,Apple iPhone 14 128GB,5,I have been using the iPhone 14 for a few weeks and the performance is excellent. The camera quality is outstanding and battery life easily lasts a day.,28,1,0.09,140,43
I14_0073,Croma,Apple iPhone 14 128GB,4,Original Apple product with premium quality. Highly recommended for users looking for long-term performance and reliability.,16,1,0.14,117,50
I14_0074,Croma,Apple iPhone 14 128GB,4,Camera works well in daylight conditions.,6,1,0.17,190,52
I14_0075,Croma,Apple iPhone 14 128GB,5,Awesome awesome awesome,3,0,0.61,3,0
I14_0076,Croma,Apple iPhone 14 128GB,3,Battery life is decent and works well for daily use.,10,1,0.14,15,8
I14_0077,Flipkart,Apple iPhone 14 128GB,5,Camera works well in daylight conditions.,6,1,0.25,162,17
I14_0078,Croma,Apple iPhone 14 128GB,4,Battery life is decent and works well for daily use.,10,1,0.09,20,25
I14_0079,Croma,Apple iPhone 14 128GB,5,Battery life is decent and works well for daily use.,10,1,0.28,14,11
I14_0080,Flipkart,Apple iPhone 14 128GB,4,Camera works well in daylight conditions.,6,1,0,66,40
I14_0081,Amazon,Apple iPhone 14 128GB,4,Very satisfied with this purchase. Build quality feels premium and iOS experience is seamless. Worth the price.,17,1,0.1,165,56
I14_0082,Amazon,Apple iPhone 14 128GB,3,I have been using the iPhone 14 for a few weeks and the performance is excellent. The camera quality is outstanding and battery life easily lasts a day.,28,1,0.19,132,6
I14_0083,Flipkart,Apple iPhone 14 128GB,5,Using this phone for work and personal use. Face ID works flawlessly and the camera stabilization is very good.,19,1,0.06,162,5
I14_0084,Flipkart,Apple iPhone 14 128GB,4,Super super quality very very nice,6,0,0.61,5,2
I14_0085,Flipkart,Apple iPhone 14 128GB,4,Very satisfied with this purchase. Build quality feels premium and iOS experience is seamless. Worth the price.,17,1,0.06,82,22
I14_0086,Flipkart,Apple iPhone 14 128GB,4,Excellent phone highly recommend,4,0,0.84,2,2
I14_0087,Croma,Apple iPhone 14 128GB,5,Excellent phone highly recommend,4,0,0.66,1,2
I14_0088,Croma,Apple iPhone 14 128GB,4,Battery life is decent and works well for daily use.,10,1,0.24,144,32
I14_0089,Flipkart,Apple iPhone 14 128GB,3,iOS experience is smooth and reliable.,6,1,0.1,22,27
I14_0090,Croma,Apple iPhone 14 128GB,4,Amazing phone best best best,5,0,0.92,3,0
I14_0091,Flipkart,Apple iPhone 14 128GB,4,Nice design and display quality.,5,1,0.22,156,13
I14_0092,Flipkart,Apple iPhone 14 128GB,5,Awesome awesome awesome,3,0,0.88,5,1
I14_0093,Croma,Apple iPhone 14 128GB,3,Camera works well in daylight conditions.,6,1,0.27,101,45
I14_0094,Flipkart,Apple iPhone 14 128GB,4,Good phone but slightly expensive.,5,1,0.3,153,23
I14_0095,Flipkart,Apple iPhone 14 128GB,4,Loved it loved it loved it,6,0,0.82,1,1
I14_0096,Flipkart,Apple iPhone 14 128GB,5,The phone performance is smooth and camera quality is good.,10,1,0.29,32,23
I14_0097,Flipkart,Apple iPhone 14 128GB,4,Camera works well in daylight conditions.,6,1,0.06,37,25
I14_0098,Flipkart,Apple iPhone 14 128GB,4,I have been using the iPhone 14 for a few weeks and the performance is excellent. The camera quality is outstanding and battery life easily lasts a day.,28,1,0.08,84,40
I14_0099,Flipkart,Apple iPhone 14 128GB,5,Camera works well in daylight conditions.,6,1,0.28,88,21
I14_0100,Amazon,Apple iPhone 14 128GB,5,Excellent phone highly recommend,4,0,0.77,3,0
I14_0101,Croma,Apple iPhone 14 128GB,4,Super super quality very very nice,6,0,0.85,2,0
I14_0102,Flipkart,Apple iPhone 14 128GB,4,iOS experience is smooth and reliable.,6,1,0.26,60,53
I14_0103,Amazon,Apple iPhone 14 128GB,4,Original Apple product with premium quality. Highly recommended for users looking for long-term performance and reliability.,16,1,0.12,109,31
I14_0104,Amazon,Apple iPhone 14 128GB,4,Worth it worth it worth it,6,0,0.78,3,0
I14_0105,Croma,Apple iPhone 14 128GB,5,Using this phone for work and personal use. Face ID works flawlessly and the camera stabilization is very good.,19,1,0.13,155,51
I14_0106,Amazon,Apple iPhone 14 128GB,4,Very satisfied with this purchase. Build quality feels premium and iOS experience is seamless. Worth the price.,17,1,0.18,89,35
I14_0107,Flipkart,Apple iPhone 14 128GB,5,Best iPhone ever buy now,5,0,0.76,4,0
I14_0108,Amazon,Apple iPhone 14 128GB,5,Satisfied with the performance and build quality.,7,1,0.11,180,40
I14_0109,Flipkart,Apple iPhone 14 128GB,4,Amazing phone best best best,5,0,0.91,3,0
I14_0110,Flipkart,Apple iPhone 14 128GB,4,Amazing phone best best best,5,0,0.94,2,2
I14_0111,Flipkart,Apple iPhone 14 128GB,5,Original Apple product with premium quality. Highly recommended for users looking for long-term performance and reliability.,16,1,0.07,188,18
I14_0112,Amazon,Apple iPhone 14 128GB,3,Battery life is decent and works well for daily use.,10,1,0.01,93,13
I14_0113,Flipkart,Apple iPhone 14 128GB,3,The phone performance is smooth and camera quality is good.,10,1,0.05,136,19
I14_0114,Amazon,Apple iPhone 14 128GB,4,Camera works well in daylight conditions.,6,1,0.1,43,28
I14_0115,Croma,Apple iPhone 14 128GB,4,Worth it worth it worth it,6,0,0.87,4,1
I14_0116,Flipkart,Apple iPhone 14 128GB,3,iOS experience is smooth and reliable.,6,1,0.2,139,9
I14_0117,Amazon,Apple iPhone 14 128GB,3,Camera works well in daylight conditions.,6,1,0.17,27,43
I14_0118,Flipkart,Apple iPhone 14 128GB,4,Satisfied with the performance and build quality.,7,1,0.24,135,46
I14_0119,Flipkart,Apple iPhone 14 128GB,4,Super super quality very very nice,6,0,0.75,5,2
I14_0120,Amazon,Apple iPhone 14 128GB,4,Nice design and display quality.,5,1,0.09,85,56
I14_0121,Flipkart,Apple iPhone 14 128GB,4,Nice nice nice nice,4,0,0.61,4,0
I14_0122,Amazon,Apple iPhone 14 128GB,4,Original Apple product with premium quality. Highly recommended for users looking for long-term performance and reliability.,16,1,0.3,129,14
I14_0123,Amazon,Apple iPhone 14 128GB,5,Best iPhone ever buy now,5,0,0.79,3,0
I14_0124,Amazon,Apple iPhone 14 128GB,5,Nice nice nice nice,4,0,0.9,4,2
I14_0125,Amazon,Apple iPhone 14 128GB,5,Loved it loved it loved it,6,0,0.75,1,2
I14_0126,Amazon,Apple iPhone 14 128GB,5,"Excellent smartphone from Apple. The display is sharp, performance is smooth, and the camera takes very clear photos and videos.",20,1,0.24,96,50
I14_0127,Flipkart,Apple iPhone 14 128GB,3,Camera works well in daylight conditions.,6,1,0.22,28,39
I14_0128,Amazon,Apple iPhone 14 128GB,3,Using this phone for work and personal use. Face ID works flawlessly and the camera stabilization is very good.,19,1,0.02,157,47
I14_0129,Amazon,Apple iPhone 14 128GB,3,"Excellent smartphone from Apple. The display is sharp, performance is smooth, and the camera takes very clear photos and videos.",20,1,0.11,71,19
I14_0130,Croma,Apple iPhone 14 128GB,3,"Excellent smartphone from Apple. The display is sharp, performance is smooth, and the camera takes very clear photos and videos.",20,1,0.07,62,41
I14_0131,Amazon,Apple iPhone 14 128GB,4,Excellent phone highly recommend,4,0,0.67,2,0
I14_0132,Amazon,Apple iPhone 14 128GB,5,Best iPhone ever buy now,5,0,0.86,1,1
I14_0133,Flipkart,Apple iPhone 14 128GB,3,Good phone but slightly expensive.,5,1,0.3,70,38
I14_0134,Amazon,Apple iPhone 14 128GB,4,Good phone but slightly expensive.,5,1,0.01,63,38
I14_0135,Flipkart,Apple iPhone 14 128GB,3,Camera works well in daylight conditions.,6,1,0.08,18,8
I14_0136,Croma,Apple iPhone 14 128GB,3,I have been using the iPhone 14 for a few weeks and the performance is excellent. The camera quality is outstanding and battery life easily lasts a day.,28,1,0.28,141,19
I14_0137,Amazon,Apple iPhone 14 128GB,4,Excellent phone highly recommend,4,0,0.68,5,2
I14_0138,Amazon,Apple iPhone 14 128GB,5,Excellent phone highly recommend,4,0,0.83,1,0
I14_0139,Amazon,Apple iPhone 14 128GB,5,Worth it worth it worth it,6,0,0.6,1,0
I14_0140,Amazon,Apple iPhone 14 128GB,3,Nice design and display quality.,5,1,0.22,163,59
I14_0141,Flipkart,Apple iPhone 14 128GB,5,Using this phone for work and personal use. Face ID works flawlessly and the camera stabilization is very good.,19,1,0.27,68,21
I14_0142,Amazon,Apple iPhone 14 128GB,5,Nice design and display quality.,5,1,0.11,75,56
I14_0143,Amazon,Apple iPhone 14 128GB,5,I have been using the iPhone 14 for a few weeks and the performance is excellent. The camera quality is outstanding and battery life easily lasts a day.,28,1,0.22,145,25
I14_0144,Croma,Apple iPhone 14 128GB,5,Battery life is decent and works well for daily use.,10,1,0.13,149,27
I14_0145,Amazon,Apple iPhone 14 128GB,4,iOS experience is smooth and reliable.,6,1,0.07,151,26
I14_0146,Amazon,Apple iPhone 14 128GB,5,Loved it loved it loved it,6,0,0.62,5,0
I14_0147,Amazon,Apple iPhone 14 128GB,4,The phone performance is smooth and camera quality is good.,10,1,0.03,146,49
I14_0148,Flipkart,Apple iPhone 14 128GB,3,Nice design and display quality.,5,1,0.25,176,10
I14_0149,Flipkart,Apple iPhone 14 128GB,4,Good phone but slightly expensive.,5,1,0.23,128,28
I14_0150,Flipkart,Apple iPhone 14 128GB,5,Camera works well in daylight conditions.,6,1,0.12,48,42
I14_0151,Amazon,Apple iPhone 14 128GB,3,"Excellent smartphone from Apple. The display is sharp, performance is smooth, and the camera takes very clear photos and videos.",20,1,0.09,132,53
I14_0152,Amazon,Apple iPhone 14 128GB,5,Very nice mobile must buy,5,0,0.66,4,2
I14_0153,Flipkart,Apple iPhone 14 128GB,5,Excellent phone highly recommend,4,0,0.86,2,1
I14_0154,Amazon,Apple iPhone 14 128GB,3,Nice design and display quality.,5,1,0.19,69,42
I14_0155,Amazon,Apple iPhone 14 128GB,4,"Excellent smartphone from Apple. The display is sharp, performance is smooth, and the camera takes very clear photos and videos.",20,1,0.22,195,40
I14_0156,Flipkart,Apple iPhone 14 128GB,5,Very nice mobile must buy,5,0,0.66,2,0
I14_0157,Flipkart,Apple iPhone 14 128GB,3,Very satisfied with this purchase. Build quality feels premium and iOS experience is seamless. Worth the price.,17,1,0.19,115,24
I14_0158,Amazon,Apple iPhone 14 128GB,4,Awesome awesome awesome,3,0,0.92,4,0
I14_0159,Amazon,Apple iPhone 14 128GB,5,Nice design and display quality.,5,1,0.05,79,58
I14_0160,Amazon,Apple iPhone 14 128GB,5,Awesome awesome awesome,3,0,0.63,3,2
I14_0161,Amazon,Apple iPhone 14 128GB,5,Excellent phone highly recommend,4,0,0.79,4,2
I14_0162,Croma,Apple iPhone 14 128GB,5,I have been using the iPhone 14 for a few weeks and the performance is excellent. The camera quality is outstanding and battery life easily lasts a day.,28,1,0.24,76,14
I14_0163,Amazon,Apple iPhone 14 128GB,5,Best iPhone ever buy now,5,0,0.63,4,1
I14_0164,Amazon,Apple iPhone 14 128GB,5,Battery life is decent and works well for daily use.,10,1,0,163,18
I14_0165,Amazon,Apple iPhone 14 128GB,3,"Excellent smartphone from Apple. The display is sharp, performance is smooth, and the camera takes very clear photos and videos.",20,1,0.1,18,60
I14_0166,Flipkart,Apple iPhone 14 128GB,4,Nice design and display quality.,5,1,0.21,185,24
I14_0167,Croma,Apple iPhone 14 128GB,5,"Excellent smartphone from Apple. The display is sharp, performance is smooth, and the camera takes very clear photos and videos.",20,1,0.04,36,53
I14_0168,Croma,Apple iPhone 14 128GB,3,Original Apple product with premium quality. Highly recommended for users looking for long-term performance and reliability.,16,1,0.06,67,24
I14_0169,Amazon,Apple iPhone 14 128GB,5,Best iPhone ever buy now,5,0,0.69,2,2
I14_0170,Amazon,Apple iPhone 14 128GB,5,Camera works well in daylight conditions.,6,1,0.08,74,50
I14_0171,Croma,Apple iPhone 14 128GB,5,Original Apple product with premium quality. Highly recommended for users looking for long-term performance and reliability.,16,1,0.19,56,41
I14_0172,Amazon,Apple iPhone 14 128GB,5,Using this phone for work and personal use. Face ID works flawlessly and the camera stabilization is very good.,19,1,0.23,196,19
I14_0173,Amazon,Apple iPhone 14 128GB,5,Amazing phone best best best,5,0,0.76,3,1
I14_0174,Amazon,Apple iPhone 14 128GB,5,Original Apple product with premium quality. Highly recommended for users looking for long-term performance and reliability.,16,1,0.15,151,15
I14_0175,Amazon,Apple iPhone 14 128GB,5,Original Apple product with premium quality. Highly recommended for users looking for long-term performance and reliability.,16,1,0.11,77,48
I14_0176,Flipkart,Apple iPhone 14 128GB,3,Satisfied with the performance and build quality.,7,1,0.24,100,18
I14_0177,Amazon,Apple iPhone 14 128GB,5,Satisfied with the performance and build quality.,7,1,0.23,96,58
I14_0178,Amazon,Apple iPhone 14 128GB,4,Nice design and display quality.,5,1,0.17,85,54
I14_0179,Amazon,Apple iPhone 14 128GB,4,Nice design and display quality.,5,1,0.06,105,17
I14_0180,Amazon,Apple iPhone 14 128GB,4,Satisfied with the performance and build quality.,7,1,0.25,92,48
I14_0181,Flipkart,Apple iPhone 14 128GB,5,Using this phone for work and personal use. Face ID works flawlessly and the camera stabilization is very good.,19,1,0.17,131,5
I14_0182,Amazon,Apple iPhone 14 128GB,4,Very satisfied with this purchase. Build quality feels premium and iOS experience is seamless. Worth the price.,17,1,0.02,196,47
I14_0183,Flipkart,Apple iPhone 14 128GB,5,Using this phone for work and personal use. Face ID works flawlessly and the camera stabilization is very good.,19,1,0.12,131,54
I14_0184,Amazon,Apple iPhone 14 128GB,5,Good phone but slightly expensive.,5,1,0.21,21,38
I14_0185,Croma,Apple iPhone 14 128GB,5,I have been using the iPhone 14 for a few weeks and the performance is excellent. The camera quality is outstanding and battery life easily lasts a day.,28,1,0.26,88,33
I14_0186,Croma,Apple iPhone 14 128GB,5,The phone performance is smooth and camera quality is good.,10,1,0.15,67,28
I14_0187,Flipkart,Apple iPhone 14 128GB,5,Awesome awesome awesome,3,0,0.79,1,1
I14_0188,Amazon,Apple iPhone 14 128GB,4,Amazing phone best best best,5,0,0.94,3,1
I14_0189,Amazon,Apple iPhone 14 128GB,4,Good phone good phone,4,0,0.87,1,2
I14_0190,Amazon,Apple iPhone 14 128GB,3,iOS experience is smooth and reliable.,6,1,0.04,55,55
I14_0191,Flipkart,Apple iPhone 14 128GB,4,Awesome awesome awesome,3,0,0.63,1,2
I14_0192,Flipkart,Apple iPhone 14 128GB,5,Camera works well in daylight conditions.,6,1,0.02,63,57
I14_0193,Amazon,Apple iPhone 14 128GB,5,Battery life is decent and works well for daily use.,10,1,0.2,156,52
I14_0194,Amazon,Apple iPhone 14 128GB,5,Good phone good phone,4,0,0.83,2,2
I14_0195,Flipkart,Apple iPhone 14 128GB,5,Very nice mobile must buy,5,0,0.7,3,1
I14_0196,Amazon,Apple iPhone 14 128GB,5,Excellent phone highly recommend,4,0,0.76,3,2
I14_0197,Croma,Apple iPhone 14 128GB,4,Nice nice nice nice,4,0,0.79,4,2
I14_0198,Croma,Apple iPhone 14 128GB,3,Good phone but slightly expensive.,5,1,0.11,170,47
I14_0199,Amazon,Apple iPhone 14 128GB,5,Original Apple product with premium quality. Highly recommended for users looking for long-term performance and reliability.,16,1,0.25,88,48
I14_0200,Amazon,Apple iPhone 14 128GB,4,I have been using the iPhone 14 for a few weeks and the performance is excellent. The camera quality is outstanding and battery life easily lasts a day.,28,1,0.19,34,7
I14_0201,Amazon,Apple iPhone 14 128GB,5,Super super quality very very nice,6,0,0.77,2,0
I14_0202,Flipkart,Apple iPhone 14 128GB,5,Awesome awesome awesome,3,0,0.69,5,2
I14_0203,Amazon,Apple iPhone 14 128GB,3,Camera works well in daylight conditions.,6,1,0.28,157,15
I14_0204,Amazon,Apple iPhone 14 128GB,3,Camera works well in daylight conditions.,6,1,0.08,60,49
I14_0205,Croma,Apple iPhone 14 128GB,5,Nice design and display quality.,5,1,0.02,178,28
I14_0206,Amazon,Apple iPhone 14 128GB,5,Battery life is decent and works well for daily use.,10,1,0.19,160,56
I14_0207,Flipkart,Apple iPhone 14 128GB,5,Super super quality very very nice,6,0,0.87,1,1
I14_0208,Amazon,Apple iPhone 14 128GB,3,Satisfied with the performance and build quality.,7,1,0.28,85,37
I14_0209,Flipkart,Apple iPhone 14 128GB,4,Amazing phone best best best,5,0,0.87,4,0
I14_0210,Amazon,Apple iPhone 14 128GB,5,Super super quality very very nice,6,0,0.72,4,0
I14_0211,Amazon,Apple iPhone 14 128GB,4,Very nice mobile must buy,5,0,0.81,1,0
I14_0212,Croma,Apple iPhone 14 128GB,4,Battery life is decent and works well for daily use.,10,1,0.18,170,34
I14_0213,Amazon,Apple iPhone 14 128GB,3,Original Apple product with premium quality. Highly recommended for users looking for long-term performance and reliability.,16,1,0.22,61,53
I14_0214,Croma,Apple iPhone 14 128GB,4,"Excellent smartphone from Apple. The display is sharp, performance is smooth, and the camera takes very clear photos and videos.",20,1,0.07,49,33
I14_0215,Croma,Apple iPhone 14 128GB,4,Excellent phone highly recommend,4,0,0.62,1,2
I14_0216,Amazon,Apple iPhone 14 128GB,4,"Excellent smartphone from Apple. The display is sharp, performance is smooth, and the camera takes very clear photos and videos.",20,1,0.21,29,57
I14_0217,Flipkart,Apple iPhone 14 128GB,5,Worth it worth it worth it,6,0,0.88,2,2
I14_0218,Croma,Apple iPhone 14 128GB,3,Original Apple product with premium quality. Highly recommended for users looking for long-term performance and reliability.,16,1,0.06,94,47
I14_0219,Flipkart,Apple iPhone 14 128GB,4,Nice nice nice nice,4,0,0.86,3,1
I14_0220,Flipkart,Apple iPhone 14 128GB,3,I have been using the iPhone 14 for a few weeks and the performance is excellent. The camera quality is outstanding and battery life easily lasts a day.,28,1,0.03,164,12
I14_0221,Amazon,Apple iPhone 14 128GB,4,Worth it worth it worth it,6,0,0.69,2,1
I14_0222,Amazon,Apple iPhone 14 128GB,5,Original Apple product with premium quality. Highly recommended for users looking for long-term performance and reliability.,16,1,0.14,146,20
I14_0223,Flipkart,Apple iPhone 14 128GB,4,The phone performance is smooth and camera quality is good.,10,1,0.13,172,56
I14_0224,Croma,Apple iPhone 14 128GB,3,I have been using the iPhone 14 for a few weeks and the performance is excellent. The camera quality is outstanding and battery life easily lasts a day.,28,1,0.1,61,12
I14_0225,Amazon,Apple iPhone 14 128GB,5,Good phone but slightly expensive.,5,1,0.13,129,60
I14_0226,Amazon,Apple iPhone 14 128GB,5,Battery life is decent and works well for daily use.,10,1,0.01,140,34
I14_0227,Amazon,Apple iPhone 14 128GB,4,Excellent phone highly recommend,4,0,0.74,4,1
I14_0228,Croma,Apple iPhone 14 128GB,4,The phone performance is smooth and camera quality is good.,10,1,0.09,65,6
I14_0229,Flipkart,Apple iPhone 14 128GB,4,Nice design and display quality.,5,1,0.09,107,53
I14_0230,Croma,Apple iPhone 14 128GB,5,Very satisfied with this purchase. Build quality feels premium and iOS experience is seamless. Worth the price.,17,1,0.19,136,11
I14_0231,Amazon,Apple iPhone 14 128GB,5,Good phone but slightly expensive.,5,1,0.08,57,20
I14_0232,Flipkart,Apple iPhone 14 128GB,4,"Excellent smartphone from Apple. The display is sharp, performance is smooth, and the camera takes very clear photos and videos.",20,1,0.24,113,33
I14_0233,Amazon,Apple iPhone 14 128GB,4,Very satisfied with this purchase. Build quality feels premium and iOS experience is seamless. Worth the price.,17,1,0.09,52,45
I14_0234,Flipkart,Apple iPhone 14 128GB,3,"Excellent smartphone from Apple. The display is sharp, performance is smooth, and the camera takes very clear photos and videos.",20,1,0.05,81,28
